11.59651652,0.77732,0.8925,5.379026631,4.771751248,5.7723439,4.990677956,5.239022893
11.67089322,0.77732,0.89485,5.506005948,4.695708351,5.861852296,5.01525559,5.405492276
11.55434054,0.739379,0.8952,5.402012225,4.659567609,5.871470838,5.067360882,5.571043767
11.6351714,0.739379,0.90075,5.307585239,4.659319091,5.873912007,5.074314398,5.293265945
11.73965659,0.823942,0.90335,5.309553615,4.64707954,5.869603366,5.062402874,5.610412745
11.71975827,0.823942,0.90555,5.210001701,4.583875214,5.86875216,5.020964473,5.749809236
11.75034821,0.8196665,0.909,5.193891393,4.609927899,5.732243063,4.953127063,5.745183988
11.7649777,0.8196665,0.91225,5.263100793,4.599766622,5.64985317,4.884053057,5.820849787
11.63775311,0.8247895,0.91505,5.314629446,4.756836304,5.668135078,4.975235111,5.93365538
11.64257044,0.8247895,0.9174,5.413410993,4.833923426,5.644943322,5.07822763,5.987556855
11.69223782,0.8555,0.9193,5.434871561,4.832658632,5.56042561,5.084417674,6.057968307
