9.837072979,0.557114634,0.764829268,3.724318354,3.750326361,5.055697438,4.410920531,3.661618922
9.985068284,0.557114634,0.77002439,3.807173565,3.770632893,5.228005398,4.430794904,3.86548338
9.868152285,0.543351951,0.77302439,3.75243571,3.766404843,5.247683531,4.457658826,4.058658535
9.961900698,0.543351951,0.777536585,3.705178704,3.779110217,5.225868679,4.42652489,4.062303191
10.08785067,0.626000976,0.783756098,3.683855541,3.758887403,5.159741853,4.386274732,4.205377723
10.0939843,0.626000976,0.78897561,3.673010897,3.781337347,5.195096818,4.359637091,4.429527978
10.14694605,0.636200488,0.794658537,3.651920087,3.69717994,5.11116583,4.314445975,4.343468124
10.15673774,0.636200488,0.798902439,3.639951997,3.623318879,4.977553966,4.208406259,4.415270338
10.04212005,0.652279512,0.803292683,3.673656162,3.674798576,5.003620379,4.216145857,4.534627618
10.03966424,0.652279512,0.806926829,3.713169832,3.680924919,5.04626389,4.250533956,4.674092672
10.12588786,0.714560976,0.809560976,3.722984608,3.633519026,4.997420007,4.228686831,4.860388022
