9.39899552,0.514879646,0.709115044,3.689216477,3.722905053,4.832691438,4.363571297,3.536787489
9.547390403,0.514879646,0.714557522,3.744356109,3.723375381,4.9625916,4.38752886,3.698095334
9.45671656,0.498530354,0.717929204,3.69861611,3.70922223,4.969776557,4.40047722,3.881006087
9.5451158,0.498530354,0.723318584,3.651736808,3.725228299,4.972485925,4.387291602,3.860785698
9.652380599,0.560819912,0.728212389,3.627640281,3.704615684,4.889072433,4.349244318,3.995194954
9.667715184,0.560819912,0.733274336,3.600521478,3.710401719,4.890727777,4.339181275,4.131911113
9.707057972,0.55193531,0.738265487,3.583964641,3.658946733,4.795737321,4.287808464,4.058335171
9.713997256,0.55193531,0.742495575,3.613968752,3.608211723,4.67392525,4.210263347,4.114644108
9.611032885,0.57595531,0.746247788,3.67586106,3.670002429,4.724818753,4.23133696,4.206557468
9.606619626,0.57595531,0.749752212,3.709023754,3.665359104,4.714670053,4.261000751,4.282624205
9.678501729,0.633428319,0.752451327,3.704374238,3.635401465,4.696071045,4.246311113,4.410708327
