7.455220352,0.281508333,0.49075,3.13122,3.487706031,4.408586575,4.165571207,2.62680307
7.617866639,0.281508333,0.498791667,3.187026851,3.543405991,4.518330545,4.196713672,2.683671766
7.577942554,0.279637917,0.506458333,3.237896273,3.545156023,4.522851947,4.229887379,2.823538641
7.6551023,0.279637917,0.513541667,3.159484761,3.556039081,4.578265246,4.222908397,2.877363773
7.715205218,0.293619167,0.518041667,3.078288273,3.527609178,4.499072087,4.205688613,2.894478307
7.774055368,0.293619167,0.526541667,3.066524239,3.575143698,4.510416062,4.26008113,2.945993182
7.800719611,0.279485,0.531375,3.072636898,3.504251215,4.408241342,4.211540671,2.857369054
7.791757824,0.279485,0.535458333,3.142346711,3.431092804,4.212597061,4.169578621,2.832542396
7.699336422,0.303695417,0.539291667,3.314104225,3.567023142,4.389686109,4.205326672,2.856623498
7.674390949,0.303695417,0.543166667,3.330357259,3.549113277,4.297183797,4.206092159,2.842282521
7.762217079,0.371125,0.547041667,3.272319442,3.494426951,4.271252561,4.2106842,2.903719834
