8.853960103,0.465610714,0.683714286,2.909092743,3.135175733,4.198485063,4.016019526,2.918102819
9.043594722,0.465610714,0.6895,2.871762885,3.113912807,4.312416089,4.039354649,3.102928082
8.966331984,0.448486071,0.691892857,2.798000044,3.087300595,4.301852237,3.986621402,3.32010304
9.061938338,0.448486071,0.697,2.81266405,3.124141397,4.295488843,3.980012181,3.385439416
9.184252619,0.506461071,0.701928571,2.814831561,3.103677774,4.126641841,3.908669988,3.477171748
9.200927333,0.506461071,0.705857143,2.802459444,3.098557502,4.072437162,3.890040241,3.556974557
9.237447426,0.470839286,0.711071429,2.772791694,3.05628629,3.997066597,3.838948361,3.465326579
9.248346466,0.470839286,0.716107143,2.802217866,3.029653248,3.927658851,3.766576914,3.554667397
9.170737774,0.519821786,0.719535714,2.818618101,2.974937552,3.930032692,3.744519784,3.649613927
9.174464006,0.519821786,0.723357143,2.810104535,2.90751678,3.922486391,3.739658153,3.726172073
9.227547382,0.580835714,0.725714286,2.811386506,2.903809501,4.001544076,3.704007906,3.867338924
